datetime,number_x,expver_x,10m_wind_speed_mean,number_y,expver_y,10m_wind_direction_mean
2019-01-01 00:00:00,0,0001,1.934449,0,0001,-4.5774503
2019-01-01 01:00:00,0,0001,1.7328103,0,0001,-5.1433163
2019-01-01 02:00:00,0,0001,1.6197326,0,0001,-13.467374
2019-01-01 03:00:00,0,0001,1.5646422,0,0001,-31.566525
2019-01-01 04:00:00,0,0001,1.5325848,0,0001,-48.115276
2019-01-01 05:00:00,0,0001,1.5442007,0,0001,-67.49618
2019-01-01 06:00:00,0,0001,1.6621784,0,0001,-74.75809
2019-01-01 07:00:00,0,0001,1.7525631,0,0001,-79.222275
2019-01-01 08:00:00,0,0001,2.0345721,0,0001,-96.904106
2019-01-01 09:00:00,0,0001,2.1836874,0,0001,-121.45131
2019-01-01 10:00:00,0,0001,2.6756387,0,0001,-134.0881
2019-01-01 11:00:00,0,0001,3.1164024,0,0001,-133.36086
2019-01-01 12:00:00,0,0001,3.5118053,0,0001,-134.14392
2019-01-01 13:00:00,0,0001,3.6202228,0,0001,-135.83694
2019-01-01 14:00:00,0,0001,3.74746,0,0001,-138.18466
2019-01-01 15:00:00,0,0001,3.8470807,0,0001,-139.79524
2019-01-01 16:00:00,0,0001,4.0061426,0,0001,-137.03836
2019-01-01 17:00:00,0,0001,4.248158,0,0001,-137.60437
2019-01-01 18:00:00,0,0001,4.3758354,0,0001,-135.56136
2019-01-01 19:00:00,0,0001,4.460828,0,0001,-132.87862
2019-01-01 20:00:00,0,0001,4.6058364,0,0001,-129.30896
2019-01-01 21:00:00,0,0001,4.6474376,0,0001,-125.5293
2019-01-01 22:00:00,0,0001,4.866047,0,0001,-121.06663
2019-01-01 23:00:00,0,0001,4.7744384,0,0001,-115.450905
2019-01-02 00:00:00,0,0001,4.634406,0,0001,-107.872
2019-01-02 01:00:00,0,0001,4.519835,0,0001,-97.80364
2019-01-02 02:00:00,0,0001,4.5036297,0,0001,-91.68895
2019-01-02 03:00:00,0,0001,4.575753,0,0001,-81.03862
2019-01-02 04:00:00,0,0001,4.6400867,0,0001,-72.25331
2019-01-02 05:00:00,0,0001,4.6400023,0,0001,-70.967445
2019-01-02 06:00:00,0,0001,4.6709847,0,0001,-70.90448
2019-01-02 07:00:00,0,0001,4.7380543,0,0001,-71.858
2019-01-02 08:00:00,0,0001,5.017455,0,0001,-70.97565
2019-01-02 09:00:00,0,0001,4.8831854,0,0001,-69.94195
2019-01-02 10:00:00,0,0001,5.0026174,0,0001,-71.34513
2019-01-02 11:00:00,0,0001,5.8433557,0,0001,-64.080795
2019-01-02 12:00:00,0,0001,5.8912234,0,0001,-59.089985
2019-01-02 13:00:00,0,0001,5.480965,0,0001,-57.480614
2019-01-02 14:00:00,0,0001,5.2869415,0,0001,-53.99495
2019-01-02 15:00:00,0,0001,4.962162,0,0001,-50.71296
2019-01-02 16:00:00,0,0001,4.824521,0,0001,-46.591984
2019-01-02 17:00:00,0,0001,4.796815,0,0001,-41.878017
2019-01-02 18:00:00,0,0001,4.82126,0,0001,-36.82078
2019-01-02 19:00:00,0,0001,4.9260755,0,0001,-31.796066
2019-01-02 20:00:00,0,0001,5.0009775,0,0001,-28.618507
2019-01-02 21:00:00,0,0001,5.119813,0,0001,-27.421852
2019-01-02 22:00:00,0,0001,4.579156,0,0001,-29.605864
2019-01-02 23:00:00,0,0001,4.800476,0,0001,-29.739407
2019-01-03 00:00:00,0,0001,4.8901367,0,0001,-29.835873
2019-01-03 01:00:00,0,0001,4.997349,0,0001,-29.743504
2019-01-03 02:00:00,0,0001,5.1872215,0,0001,-28.443487
2019-01-03 03:00:00,0,0001,5.369808,0,0001,-27.7003
2019-01-03 04:00:00,0,0001,5.4422164,0,0001,-26.845753
2019-01-03 05:00:00,0,0001,5.416561,0,0001,-27.235329
2019-01-03 06:00:00,0,0001,5.382897,0,0001,-27.613897
2019-01-03 07:00:00,0,0001,5.323162,0,0001,-29.474586
2019-01-03 08:00:00,0,0001,5.032592,0,0001,-32.15025
2019-01-03 09:00:00,0,0001,5.8100853,0,0001,-30.572348
2019-01-03 10:00:00,0,0001,6.370652,0,0001,-25.399809
2019-01-03 11:00:00,0,0001,6.2899957,0,0001,-23.916079
2019-01-03 12:00:00,0,0001,5.9860053,0,0001,-25.149368
2019-01-03 13:00:00,0,0001,5.561473,0,0001,-25.455677
2019-01-03 14:00:00,0,0001,4.662065,0,0001,-25.651512
2019-01-03 15:00:00,0,0001,3.9091775,0,0001,-26.470272
2019-01-03 16:00:00,0,0001,3.51306,0,0001,-25.717922
2019-01-03 17:00:00,0,0001,3.397393,0,0001,-23.170433
2019-01-03 18:00:00,0,0001,3.4521174,0,0001,-20.04825
2019-01-03 19:00:00,0,0001,3.6108363,0,0001,-18.78041
2019-01-03 20:00:00,0,0001,3.7249672,0,0001,-17.304874
2019-01-03 21:00:00,0,0001,3.8615751,0,0001,-14.965663
2019-01-03 22:00:00,0,0001,3.331853,0,0001,-10.80785
2019-01-03 23:00:00,0,0001,3.3374438,0,0001,-15.005118
2019-01-04 00:00:00,0,0001,3.3344936,0,0001,-19.855558
2019-01-04 01:00:00,0,0001,3.414861,0,0001,-21.122446
2019-01-04 02:00:00,0,0001,3.5781457,0,0001,-21.069468
2019-01-04 03:00:00,0,0001,3.7171001,0,0001,-20.723282
2019-01-04 04:00:00,0,0001,3.6334476,0,0001,-19.376118
2019-01-04 05:00:00,0,0001,3.6673543,0,0001,-17.782837
2019-01-04 06:00:00,0,0001,3.6531734,0,0001,-15.983037
2019-01-04 07:00:00,0,0001,3.5684834,0,0001,-15.141254
2019-01-04 08:00:00,0,0001,3.6842616,0,0001,-13.762892
2019-01-04 09:00:00,0,0001,4.4630847,0,0001,-8.316151
2019-01-04 10:00:00,0,0001,4.1166534,0,0001,-5.227155
2019-01-04 11:00:00,0,0001,4.0156593,0,0001,-6.3267922
2019-01-04 12:00:00,0,0001,3.6764338,0,0001,-12.025373
2019-01-04 13:00:00,0,0001,3.3856273,0,0001,-16.389235
2019-01-04 14:00:00,0,0001,2.5780687,0,0001,-24.612576
2019-01-04 15:00:00,0,0001,1.9201816,0,0001,-42.902634
2019-01-04 16:00:00,0,0001,1.7293024,0,0001,-50.254498
2019-01-04 17:00:00,0,0001,1.733515,0,0001,-65.11444
2019-01-04 18:00:00,0,0001,1.7166457,0,0001,-101.89953
2019-01-04 19:00:00,0,0001,1.839875,0,0001,-109.93373
2019-01-04 20:00:00,0,0001,2.0525806,0,0001,-105.901855
2019-01-04 21:00:00,0,0001,2.2633414,0,0001,-108.660904
2019-01-04 22:00:00,0,0001,2.4202342,0,0001,-107.72872
2019-01-04 23:00:00,0,0001,2.5521297,0,0001,-112.62207
2019-01-05 00:00:00,0,0001,2.7360528,0,0001,-105.98786
2019-01-05 01:00:00,0,0001,2.8796923,0,0001,-97.20953
2019-01-05 02:00:00,0,0001,2.9904494,0,0001,-99.48854
2019-01-05 03:00:00,0,0001,3.0845718,0,0001,-103.70115
2019-01-05 04:00:00,0,0001,3.2248096,0,0001,-112.61891
2019-01-05 05:00:00,0,0001,3.4320714,0,0001,-110.44879
2019-01-05 06:00:00,0,0001,3.5965626,0,0001,-115.93968
2019-01-05 07:00:00,0,0001,3.8434615,0,0001,-121.38161
2019-01-05 08:00:00,0,0001,4.085615,0,0001,-124.33551
2019-01-05 09:00:00,0,0001,4.3197856,0,0001,-126.5414
2019-01-05 10:00:00,0,0001,4.226701,0,0001,-118.48657
2019-01-05 11:00:00,0,0001,4.282575,0,0001,-115.95612
2019-01-05 12:00:00,0,0001,4.4106874,0,0001,-107.25319
2019-01-05 13:00:00,0,0001,4.4762883,0,0001,-100.35054
2019-01-05 14:00:00,0,0001,4.3907585,0,0001,-88.73997
2019-01-05 15:00:00,0,0001,4.0702014,0,0001,-76.151405
2019-01-05 16:00:00,0,0001,3.976468,0,0001,-52.191406
2019-01-05 17:00:00,0,0001,3.8697193,0,0001,-40.22381
2019-01-05 18:00:00,0,0001,3.7600842,0,0001,-35.55481
2019-01-05 19:00:00,0,0001,3.6305287,0,0001,-30.434153
2019-01-05 20:00:00,0,0001,3.5174146,0,0001,-27.720377
2019-01-05 21:00:00,0,0001,3.3959692,0,0001,-26.794113
2019-01-05 22:00:00,0,0001,2.8208904,0,0001,-14.784083
2019-01-05 23:00:00,0,0001,2.7950337,0,0001,-26.291492
2019-01-06 00:00:00,0,0001,2.7922266,0,0001,-27.228638
2019-01-06 01:00:00,0,0001,2.7403445,0,0001,-33.857807
2019-01-06 02:00:00,0,0001,2.7437184,0,0001,-36.35551
2019-01-06 03:00:00,0,0001,2.780372,0,0001,-40.725895
2019-01-06 04:00:00,0,0001,2.9035358,0,0001,-43.172543
2019-01-06 05:00:00,0,0001,3.0502007,0,0001,-42.183804
2019-01-06 06:00:00,0,0001,3.264597,0,0001,-32.900993
2019-01-06 07:00:00,0,0001,3.4458988,0,0001,-27.223593
2019-01-06 08:00:00,0,0001,3.7561436,0,0001,-23.216465
2019-01-06 09:00:00,0,0001,4.1331224,0,0001,-19.399902
2019-01-06 10:00:00,0,0001,4.3876066,0,0001,-17.25272
2019-01-06 11:00:00,0,0001,5.165173,0,0001,-14.993234
2019-01-06 12:00:00,0,0001,5.3902197,0,0001,-14.044977
2019-01-06 13:00:00,0,0001,5.157753,0,0001,-12.0114
2019-01-06 14:00:00,0,0001,4.87443,0,0001,-11.101384
2019-01-06 15:00:00,0,0001,4.618095,0,0001,-11.111176
2019-01-06 16:00:00,0,0001,4.7272143,0,0001,-8.922853
2019-01-06 17:00:00,0,0001,4.964173,0,0001,-5.0659094
2019-01-06 18:00:00,0,0001,5.0973716,0,0001,-1.2337632
2019-01-06 19:00:00,0,0001,5.0297832,0,0001,1.0270365
2019-01-06 20:00:00,0,0001,4.941901,0,0001,2.9073339
2019-01-06 21:00:00,0,0001,4.799082,0,0001,4.0361967
2019-01-06 22:00:00,0,0001,4.152606,0,0001,3.275525
2019-01-06 23:00:00,0,0001,4.1896863,0,0001,3.1106749
2019-01-07 00:00:00,0,0001,4.0863066,0,0001,2.9595015
2019-01-07 01:00:00,0,0001,3.8135035,0,0001,3.821038
2019-01-07 02:00:00,0,0001,3.5636742,0,0001,5.6722484
2019-01-07 03:00:00,0,0001,3.305268,0,0001,5.8214893
